oblast,week_start,week_end,building_type,damaged_buildings
Khersonska,2023-08-21,2023-08-27,Other,1
Khersonska,2023-08-21,2023-08-27,Total,29
Khersonska,2023-08-21,2023-08-27,Warehouse,1
Mykolaivska,2023-08-21,2023-08-27,Gas supply system,1
Mykolaivska,2023-08-21,2023-08-27,Industrial/Business/Enterprise facilities,1
Mykolaivska,2023-08-21,2023-08-27,Telecommunications,1
Mykolaivska,2023-08-21,2023-08-27,Total,3
Odeska,2023-08-21,2023-08-27,Industrial/Business/Enterprise facilities,1
Odeska,2023-08-21,2023-08-27,Total,2
Odeska,2023-08-21,2023-08-27,Warehouse,1
Sumska,2023-08-21,2023-08-27,"Education facility (school, etc.)",1
Sumska,2023-08-21,2023-08-27,Total,1
Cherkaska,2023-08-14,2023-08-20,"Health facility (hospital, health clinic)",1
Cherkaska,2023-08-14,2023-08-20,Heating and water facility,1
Cherkaska,2023-08-14,2023-08-20,Industrial/Business/Enterprise facilities,1
Cherkaska,2023-08-14,2023-08-20,Total,3
Chernihivska,2023-08-14,2023-08-20,"Cultural facilities (museum, theater etc.)",1
Chernihivska,2023-08-14,2023-08-20,Electricity supply system,1
Chernihivska,2023-08-14,2023-08-20,Government facilities,10
Chernihivska,2023-08-14,2023-08-20,Industrial/Business/Enterprise facilities,1
Chernihivska,2023-08-14,2023-08-20,Telecommunications,1
Chernihivska,2023-08-14,2023-08-20,Total,14
Dnipropetrovska,2023-08-14,2023-08-20,Agricultural facilities,1
Dnipropetrovska,2023-08-14,2023-08-20,"Education facility (school, etc.)",1
Dnipropetrovska,2023-08-14,2023-08-20,Electricity supply system,6
Dnipropetrovska,2023-08-14,2023-08-20,Government facilities,1
Dnipropetrovska,2023-08-14,2023-08-20,Industrial/Business/Enterprise facilities,2
Dnipropetrovska,2023-08-14,2023-08-20,Other,1
Dnipropetrovska,2023-08-14,2023-08-20,Total,12
Donetska,2023-08-14,2023-08-20,Industrial/Business/Enterprise facilities,1
Donetska,2023-08-14,2023-08-20,Total,1
Kharkivska,2023-08-14,2023-08-20,"Education facility (school, etc.)",1
Kharkivska,2023-08-14,2023-08-20,"Health facility (hospital, health clinic)",1
Kharkivska,2023-08-14,2023-08-20,Other,1
Kharkivska,2023-08-14,2023-08-20,Total,4
Kharkivska,2023-08-14,2023-08-20,Warehouse,1
Khersonska,2023-08-14,2023-08-20,"Cultural facilities (museum, theater etc.)",1
Khersonska,2023-08-14,2023-08-20,"Education facility (school, etc.)",1
Khersonska,2023-08-14,2023-08-20,Electricity supply system,1
Khersonska,2023-08-14,2023-08-20,Government facilities,1
Khersonska,2023-08-14,2023-08-20,"Health facility (hospital, health clinic)",2
Khersonska,2023-08-14,2023-08-20,Industrial/Business/Enterprise facilities,2
Khersonska,2023-08-14,2023-08-20,Religious facilities,1
Khersonska,2023-08-14,2023-08-20,Total,9
Khmelnytska,2023-08-14,2023-08-20,"Cultural facilities (museum, theater etc.)",1
Khmelnytska,2023-08-14,2023-08-20,"Education facility (school, etc.)",1
Khmelnytska,2023-08-14,2023-08-20,Government facilities,1
Khmelnytska,2023-08-14,2023-08-20,Total,3
Lvivska,2023-08-14,2023-08-20,"Education facility (school, etc.)",2
Lvivska,2023-08-14,2023-08-20,Industrial/Business/Enterprise facilities,2
Lvivska,2023-08-14,2023-08-20,Total,4
Odeska,2023-08-14,2023-08-20,Agricultural facilities,1
Odeska,2023-08-14,2023-08-20,"Education facility (school, etc.)",7
Odeska,2023-08-14,2023-08-20,Industrial/Business/Enterprise facilities,1
Odeska,2023-08-14,2023-08-20,Other,1
Odeska,2023-08-14,2023-08-20,Total,11
Odeska,2023-08-14,2023-08-20,Warehouse,1
Sumska,2023-08-14,2023-08-20,Electricity supply system,2
Sumska,2023-08-14,2023-08-20,Industrial/Business/Enterprise facilities,2
Sumska,2023-08-14,2023-08-20,Total,4
Volynska,2023-08-14,2023-08-20,Industrial/Business/Enterprise facilities,1
Volynska,2023-08-14,2023-08-20,Total,1
Zaporizka,2023-08-14,2023-08-20,"Cultural facilities (museum, theater etc.)",1
Zaporizka,2023-08-14,2023-08-20,"Education facility (school, etc.)",1
Zaporizka,2023-08-14,2023-08-20,Electricity supply system,1
Zaporizka,2023-08-14,2023-08-20,Religious facilities,1
Zaporizka,2023-08-14,2023-08-20,Total,4
Dnipropetrovska,2023-08-07,2023-08-13,"Education facility (school, etc.)",2
Dnipropetrovska,2023-08-07,2023-08-13,Electricity supply system,14
Dnipropetrovska,2023-08-07,2023-08-13,Gas supply system,6
Dnipropetrovska,2023-08-07,2023-08-13,Government facilities,1
Dnipropetrovska,2023-08-07,2023-08-13,Industrial/Business/Enterprise facilities,1
Dnipropetrovska,2023-08-07,2023-08-13,Religious facilities,1
Dnipropetrovska,2023-08-07,2023-08-13,Total,25
Donetska,2023-08-07,2023-08-13,Government facilities,1
Donetska,2023-08-07,2023-08-13,Industrial/Business/Enterprise facilities,3
Donetska,2023-08-07,2023-08-13,Total,4
Ivano-Frankivska,2023-08-07,2023-08-13,Other,1
Ivano-Frankivska,2023-08-07,2023-08-13,Total,1
Kharkivska,2023-08-07,2023-08-13,"Education facility (school, etc.)",1
Kharkivska,2023-08-07,2023-08-13,Government facilities,1
Kharkivska,2023-08-07,2023-08-13,Industrial/Business/Enterprise facilities,3
Kharkivska,2023-08-07,2023-08-13,Railway,1
Kharkivska,2023-08-07,2023-08-13,Total,6
Khersonska,2023-08-07,2023-08-13,Agricultural facilities,1
Khersonska,2023-08-07,2023-08-13,"Education facility (school, etc.)",2
Khersonska,2023-08-07,2023-08-13,Electricity supply system,1
Khersonska,2023-08-07,2023-08-13,Government facilities,2
Khersonska,2023-08-07,2023-08-13,"Health facility (hospital, health clinic)",5
Khersonska,2023-08-07,2023-08-13,Industrial/Business/Enterprise facilities,3
Khersonska,2023-08-07,2023-08-13,Other,1
Khersonska,2023-08-07,2023-08-13,Total,16
Khersonska,2023-08-07,2023-08-13,Warehouse,1
Rivnenska,2023-08-07,2023-08-13,Fuel depot,1
Rivnenska,2023-08-07,2023-08-13,Total,1
Sumska,2023-08-07,2023-08-13,"Cultural facilities (museum, theater etc.)",1
Sumska,2023-08-07,2023-08-13,Total,1
Zaporizka,2023-08-07,2023-08-13,"Education facility (school, etc.)",1
Zaporizka,2023-08-07,2023-08-13,Industrial/Business/Enterprise facilities,2
Zaporizka,2023-08-07,2023-08-13,Religious facilities,1
Zaporizka,2023-08-07,2023-08-13,Total,4
Dnipropetrovska,2023-07-31,2023-08-06,"Education facility (school, etc.)",4
Dnipropetrovska,2023-07-31,2023-08-06,Electricity supply system,4
Dnipropetrovska,2023-07-31,2023-08-06,Gas supply system,5
Dnipropetrovska,2023-07-31,2023-08-06,Government facilities,1
Dnipropetrovska,2023-07-31,2023-08-06,Industrial/Business/Enterprise facilities,1
Dnipropetrovska,2023-07-31,2023-08-06,Telecommunications,1
Dnipropetrovska,2023-07-31,2023-08-06,Total,16
Donetska,2023-07-31,2023-08-06,Government facilities,1
Donetska,2023-07-31,2023-08-06,Industrial/Business/Enterprise facilities,1
Donetska,2023-07-31,2023-08-06,Total,2
Kharkivska,2023-07-31,2023-08-06,Agricultural facilities,3
Kharkivska,2023-07-31,2023-08-06,"Education facility (school, etc.)",1
Kharkivska,2023-07-31,2023-08-06,Industrial/Business/Enterprise facilities,4
Kharkivska,2023-07-31,2023-08-06,Other,2
Kharkivska,2023-07-31,2023-08-06,Total,11
Kharkivska,2023-07-31,2023-08-06,Warehouse,1
Khersonska,2023-07-31,2023-08-06,"Cultural facilities (museum, theater etc.)",2
Khersonska,2023-07-31,2023-08-06,"Education facility (school, etc.)",2
Khersonska,2023-07-31,2023-08-06,Government facilities,4
Khersonska,2023-07-31,2023-08-06,"Health facility (hospital, health clinic)",2
Khersonska,2023-07-31,2023-08-06,Industrial/Business/Enterprise facilities,4
Khersonska,2023-07-31,2023-08-06,Other,3
Khersonska,2023-07-31,2023-08-06,Religious facilities,3
Khersonska,2023-07-31,2023-08-06,Total,20
Khmelnytska,2023-07-31,2023-08-06,Agricultural facilities,1
Khmelnytska,2023-07-31,2023-08-06,"Cultural facilities (museum, theater etc.)",1
Khmelnytska,2023-07-31,2023-08-06,Other,1
Khmelnytska,2023-07-31,2023-08-06,Total,3
Luhanska,2023-07-31,2023-08-06,Agricultural facilities,1
Luhanska,2023-07-31,2023-08-06,Bridge,1
Luhanska,2023-07-31,2023-08-06,Road / Highway,1
Luhanska,2023-07-31,2023-08-06,Total,3
Odeska,2023-07-31,2023-08-06,Industrial/Business/Enterprise facilities,1
Odeska,2023-07-31,2023-08-06,Total,1
Sumska,2023-07-31,2023-08-06,Industrial/Business/Enterprise facilities,1
Sumska,2023-07-31,2023-08-06,Road / Highway,1
Sumska,2023-07-31,2023-08-06,Total,2
Zaporizka,2023-07-31,2023-08-06,Government facilities,1
Zaporizka,2023-07-31,2023-08-06,Total,2
Zaporizka,2023-07-31,2023-08-06,Warehouse,1
Dnipropetrovska,2023-07-24,2023-07-30,Agricultural facilities,1
Dnipropetrovska,2023-07-24,2023-07-30,"Education facility (school, etc.)",1
Dnipropetrovska,2023-07-24,2023-07-30,Electricity supply system,3
Dnipropetrovska,2023-07-24,2023-07-30,Gas supply system,1
Dnipropetrovska,2023-07-24,2023-07-30,Government facilities,2
Dnipropetrovska,2023-07-24,2023-07-30,Industrial/Business/Enterprise facilities,3
Dnipropetrovska,2023-07-24,2023-07-30,Other,1
Dnipropetrovska,2023-07-24,2023-07-30,Religious facilities,1
Dnipropetrovska,2023-07-24,2023-07-30,Total,15
Dnipropetrovska,2023-07-24,2023-07-30,Warehouse,2
Kharkivska,2023-07-24,2023-07-30,Agricultural facilities,2
Kharkivska,2023-07-24,2023-07-30,"Education facility (school, etc.)",1
Kharkivska,2023-07-24,2023-07-30,Electricity supply system,2
Kharkivska,2023-07-24,2023-07-30,Government facilities,1
Kharkivska,2023-07-24,2023-07-30,Industrial/Business/Enterprise facilities,1
Kharkivska,2023-07-24,2023-07-30,Total,7
Khersonska,2023-07-24,2023-07-30,Agricultural facilities,2
Khersonska,2023-07-24,2023-07-30,"Education facility (school, etc.)",1
Khersonska,2023-07-24,2023-07-30,Electricity supply system,1
Khersonska,2023-07-24,2023-07-30,Industrial/Business/Enterprise facilities,2
Khersonska,2023-07-24,2023-07-30,Total,7
Khersonska,2023-07-24,2023-07-30,Warehouse,1
Odeska,2023-07-24,2023-07-30,Government facilities,1
Odeska,2023-07-24,2023-07-30,Oil depot,1
Odeska,2023-07-24,2023-07-30,Other,1
Odeska,2023-07-24,2023-07-30,Total,7
Odeska,2023-07-24,2023-07-30,Warehouse,4
Sumska,2023-07-24,2023-07-30,Agricultural facilities,1
Sumska,2023-07-24,2023-07-30,"Education facility (school, etc.)",1
Sumska,2023-07-24,2023-07-30,Electricity supply system,4
Sumska,2023-07-24,2023-07-30,Total,6
Chernihivska,2023-07-17,2023-07-23,Bridge,1
Chernihivska,2023-07-17,2023-07-23,Telecommunications,1
Chernihivska,2023-07-17,2023-07-23,Total,2
Dnipropetrovska,2023-07-17,2023-07-23,Electricity supply system,2
Dnipropetrovska,2023-07-17,2023-07-23,Industrial/Business/Enterprise facilities,2
Dnipropetrovska,2023-07-17,2023-07-23,Other,1
Dnipropetrovska,2023-07-17,2023-07-23,Total,5
Donetska,2023-07-17,2023-07-23,"Cultural facilities (museum, theater etc.)",1
Donetska,2023-07-17,2023-07-23,Total,1
Kharkivska,2023-07-17,2023-07-23,Agricultural facilities,1
Kharkivska,2023-07-17,2023-07-23,"Cultural facilities (museum, theater etc.)",1
Kharkivska,2023-07-17,2023-07-23,Electricity supply system,1
Kharkivska,2023-07-17,2023-07-23,Industrial/Business/Enterprise facilities,3
Kharkivska,2023-07-17,2023-07-23,Total,6
Khersonska,2023-07-17,2023-07-23,Agricultural facilities,2
Khersonska,2023-07-17,2023-07-23,"Cultural facilities (museum, theater etc.)",3
Khersonska,2023-07-17,2023-07-23,"Education facility (school, etc.)",2
Khersonska,2023-07-17,2023-07-23,Government facilities,1
Khersonska,2023-07-17,2023-07-23,Industrial/Business/Enterprise facilities,2
Khersonska,2023-07-17,2023-07-23,Other,1
Khersonska,2023-07-17,2023-07-23,Total,12
Khersonska,2023-07-17,2023-07-23,Warehouse,1
Mykolaivska,2023-07-17,2023-07-23,"Cultural facilities (museum, theater etc.)",1
Mykolaivska,2023-07-17,2023-07-23,"Education facility (school, etc.)",3
Mykolaivska,2023-07-17,2023-07-23,Government facilities,1
Mykolaivska,2023-07-17,2023-07-23,"Health facility (hospital, health clinic)",1
Mykolaivska,2023-07-17,2023-07-23,Total,6
Odeska,2023-07-17,2023-07-23,"Cultural facilities (museum, theater etc.)",26
Odeska,2023-07-17,2023-07-23,"Education facility (school, etc.)",5
Odeska,2023-07-17,2023-07-23,Government facilities,2
Odeska,2023-07-17,2023-07-23,Industrial/Business/Enterprise facilities,2
Odeska,2023-07-17,2023-07-23,Other,2
Odeska,2023-07-17,2023-07-23,Religious facilities,2
Odeska,2023-07-17,2023-07-23,Total,43
Odeska,2023-07-17,2023-07-23,Warehouse,4
Sumska,2023-07-17,2023-07-23,Agricultural facilities,1
Sumska,2023-07-17,2023-07-23,Electricity supply system,4
Sumska,2023-07-17,2023-07-23,Gas supply system,2
Sumska,2023-07-17,2023-07-23,Government facilities,2
Sumska,2023-07-17,2023-07-23,Other,1
Sumska,2023-07-17,2023-07-23,Total,10
Zaporizka,2023-07-17,2023-07-23,Agricultural facilities,1
Zaporizka,2023-07-17,2023-07-23,Total,1
Chernihivska,2023-07-10,2023-07-16,Agricultural facilities,1
Chernihivska,2023-07-10,2023-07-16,Total,1
Dnipropetrovska,2023-07-10,2023-07-16,Electricity supply system,1
Dnipropetrovska,2023-07-10,2023-07-16,Government facilities,1
Dnipropetrovska,2023-07-10,2023-07-16,Industrial/Business/Enterprise facilities,1
Dnipropetrovska,2023-07-10,2023-07-16,Total,4
Dnipropetrovska,2023-07-10,2023-07-16,Warehouse,1
Donetska,2023-07-10,2023-07-16,Industrial/Business/Enterprise facilities,1
Donetska,2023-07-10,2023-07-16,Total,1
Kharkivska,2023-07-10,2023-07-16,"Cultural facilities (museum, theater etc.)",1
Kharkivska,2023-07-10,2023-07-16,Other,1
Kharkivska,2023-07-10,2023-07-16,Road / Highway,1
Kharkivska,2023-07-10,2023-07-16,Total,4
Kharkivska,2023-07-10,2023-07-16,Warehouse,1
Khersonska,2023-07-10,2023-07-16,"Cultural facilities (museum, theater etc.)",2
Khersonska,2023-07-10,2023-07-16,Gas supply system,1
Khersonska,2023-07-10,2023-07-16,Government facilities,2
Khersonska,2023-07-10,2023-07-16,"Health facility (hospital, health clinic)",1
Khersonska,2023-07-10,2023-07-16,Industrial/Business/Enterprise facilities,3
Khersonska,2023-07-10,2023-07-16,Total,11
Khersonska,2023-07-10,2023-07-16,Warehouse,1
Khersonska,2023-07-10,2023-07-16,Water supply system,1
Kyiv,2023-07-10,2023-07-16,Total,1
Kyiv,2023-07-10,2023-07-16,Warehouse,1
Mykolaivska,2023-07-10,2023-07-16,Telecommunications,1
Mykolaivska,2023-07-10,2023-07-16,Total,1
Odeska,2023-07-10,2023-07-16,Harbor,1
Odeska,2023-07-10,2023-07-16,Total,1
Sumska,2023-07-10,2023-07-16,Electricity supply system,2
Sumska,2023-07-10,2023-07-16,Gas supply system,1
Sumska,2023-07-10,2023-07-16,Industrial/Business/Enterprise facilities,1
Sumska,2023-07-10,2023-07-16,Total,4
Zaporizka,2023-07-10,2023-07-16,"Education facility (school, etc.)",1
Zaporizka,2023-07-10,2023-07-16,Government facilities,1
Zaporizka,2023-07-10,2023-07-16,Industrial/Business/Enterprise facilities,1
Zaporizka,2023-07-10,2023-07-16,Total,3
Cherkaska,2023-07-03,2023-07-09,Electricity supply system,1
Cherkaska,2023-07-03,2023-07-09,Total,1
Dnipropetrovska,2023-07-03,2023-07-09,Electricity supply system,3
Dnipropetrovska,2023-07-03,2023-07-09,Gas supply system,1
Dnipropetrovska,2023-07-03,2023-07-09,Industrial/Business/Enterprise facilities,1
Dnipropetrovska,2023-07-03,2023-07-09,Total,5
Donetska,2023-07-03,2023-07-09,Oil depot,1
Donetska,2023-07-03,2023-07-09,Total,1
Kharkivska,2023-07-03,2023-07-09,Industrial/Business/Enterprise facilities,1
Kharkivska,2023-07-03,2023-07-09,Railway,1
Kharkivska,2023-07-03,2023-07-09,Total,2
Khersonska,2023-07-03,2023-07-09,"Education facility (school, etc.)",1
Khersonska,2023-07-03,2023-07-09,Industrial/Business/Enterprise facilities,2
Khersonska,2023-07-03,2023-07-09,Total,3
Lvivska,2023-07-03,2023-07-09,"Cultural facilities (museum, theater etc.)",1
Lvivska,2023-07-03,2023-07-09,"Education facility (school, etc.)",5
Lvivska,2023-07-03,2023-07-09,Electricity supply system,1
Lvivska,2023-07-03,2023-07-09,Industrial/Business/Enterprise facilities,1
Lvivska,2023-07-03,2023-07-09,Total,8
Mykolaivska,2023-07-03,2023-07-09,Industrial/Business/Enterprise facilities,1
Mykolaivska,2023-07-03,2023-07-09,Total,2
Mykolaivska,2023-07-03,2023-07-09,Warehouse,1
Sumska,2023-07-03,2023-07-09,"Education facility (school, etc.)",2
Sumska,2023-07-03,2023-07-09,Electricity supply system,1
Sumska,2023-07-03,2023-07-09,Government facilities,1
Sumska,2023-07-03,2023-07-09,Industrial/Business/Enterprise facilities,2
Sumska,2023-07-03,2023-07-09,Total,6
Cherkaska,2023-06-26,2023-07-02,Total,1
Cherkaska,2023-06-26,2023-07-02,Warehouse,1
Dnipropetrovska,2023-06-26,2023-07-02,Agricultural facilities,1
Dnipropetrovska,2023-06-26,2023-07-02,Government facilities,1
Dnipropetrovska,2023-06-26,2023-07-02,Industrial/Business/Enterprise facilities,1
Dnipropetrovska,2023-06-26,2023-07-02,Other,1
Dnipropetrovska,2023-06-26,2023-07-02,Religious facilities,1
Dnipropetrovska,2023-06-26,2023-07-02,Total,5
Donetska,2023-06-26,2023-07-02,"Education facility (school, etc.)",1
Donetska,2023-06-26,2023-07-02,Industrial/Business/Enterprise facilities,1
Donetska,2023-06-26,2023-07-02,Total,2
Kharkivska,2023-06-26,2023-07-02,Electricity supply system,1
Kharkivska,2023-06-26,2023-07-02,Railway,1
Kharkivska,2023-06-26,2023-07-02,Total,2
Khersonska,2023-06-26,2023-07-02,Agricultural facilities,1
Khersonska,2023-06-26,2023-07-02,"Education facility (school, etc.)",1
Khersonska,2023-06-26,2023-07-02,Government facilities,1
Khersonska,2023-06-26,2023-07-02,"Health facility (hospital, health clinic)",1
Khersonska,2023-06-26,2023-07-02,Industrial/Business/Enterprise facilities,1
Khersonska,2023-06-26,2023-07-02,Road / Highway,1
Khersonska,2023-06-26,2023-07-02,Total,6
Sumska,2023-06-26,2023-07-02,Electricity supply system,1
Sumska,2023-06-26,2023-07-02,Total,1
Zaporizka,2023-06-26,2023-07-02,Railway,1
Zaporizka,2023-06-26,2023-07-02,Total,1
Dnipropetrovska,2023-06-19,2023-06-25,Electricity supply system,8
Dnipropetrovska,2023-06-19,2023-06-25,Gas supply system,3
Dnipropetrovska,2023-06-19,2023-06-25,Government facilities,2
Dnipropetrovska,2023-06-19,2023-06-25,Industrial/Business/Enterprise facilities,1
Dnipropetrovska,2023-06-19,2023-06-25,Other,1
Dnipropetrovska,2023-06-19,2023-06-25,Total,16
Dnipropetrovska,2023-06-19,2023-06-25,Water supply system,1
Donetska,2023-06-19,2023-06-25,Electricity supply system,1
Donetska,2023-06-19,2023-06-25,Industrial/Business/Enterprise facilities,1
Donetska,2023-06-19,2023-06-25,Total,2
Kharkivska,2023-06-19,2023-06-25,Electricity supply system,2
Kharkivska,2023-06-19,2023-06-25,Gas supply system,1
Kharkivska,2023-06-19,2023-06-25,Government facilities,1
Kharkivska,2023-06-19,2023-06-25,Industrial/Business/Enterprise facilities,2
Kharkivska,2023-06-19,2023-06-25,Total,6
Khersonska,2023-06-19,2023-06-25,Bridge,1
Khersonska,2023-06-19,2023-06-25,"Education facility (school, etc.)",2
Khersonska,2023-06-19,2023-06-25,Fuel depot,1
Khersonska,2023-06-19,2023-06-25,Government facilities,6
Khersonska,2023-06-19,2023-06-25,Industrial/Business/Enterprise facilities,3
Khersonska,2023-06-19,2023-06-25,Total,13
Mykolaivska,2023-06-19,2023-06-25,Harbor,1
Mykolaivska,2023-06-19,2023-06-25,Other,1
Mykolaivska,2023-06-19,2023-06-25,Total,2
Sumska,2023-06-19,2023-06-25,Electricity supply system,3
Sumska,2023-06-19,2023-06-25,Gas supply system,1
Sumska,2023-06-19,2023-06-25,Industrial/Business/Enterprise facilities,1
Sumska,2023-06-19,2023-06-25,Total,6
Sumska,2023-06-19,2023-06-25,Water supply system,1
Zaporizka,2023-06-19,2023-06-25,Agricultural facilities,2
Zaporizka,2023-06-19,2023-06-25,"Education facility (school, etc.)",1
Zaporizka,2023-06-19,2023-06-25,Industrial/Business/Enterprise facilities,1
Zaporizka,2023-06-19,2023-06-25,Total,4
Dnipropetrovska,2023-06-12,2023-06-18,"Cultural facilities (museum, theater etc.)",1
Dnipropetrovska,2023-06-12,2023-06-18,Gas supply system,1
Dnipropetrovska,2023-06-12,2023-06-18,Industrial/Business/Enterprise facilities,2
Dnipropetrovska,2023-06-12,2023-06-18,Total,4
Donetska,2023-06-12,2023-06-18,"Education facility (school, etc.)",1
Donetska,2023-06-12,2023-06-18,Electricity supply system,1
Donetska,2023-06-12,2023-06-18,Gas supply system,1
Donetska,2023-06-12,2023-06-18,Government facilities,1
Donetska,2023-06-12,2023-06-18,Total,4
Kharkivska,2023-06-12,2023-06-18,Gas supply system,1
Kharkivska,2023-06-12,2023-06-18,Industrial/Business/Enterprise facilities,2
Kharkivska,2023-06-12,2023-06-18,Railway,1
Kharkivska,2023-06-12,2023-06-18,Total,4
Khersonska,2023-06-12,2023-06-18,"Education facility (school, etc.)",2
Khersonska,2023-06-12,2023-06-18,Electricity supply system,1
Khersonska,2023-06-12,2023-06-18,Gas supply system,1
Khersonska,2023-06-12,2023-06-18,Government facilities,1
Khersonska,2023-06-12,2023-06-18,"Health facility (hospital, health clinic)",1
Khersonska,2023-06-12,2023-06-18,Industrial/Business/Enterprise facilities,3
Khersonska,2023-06-12,2023-06-18,Other,1
Khersonska,2023-06-12,2023-06-18,Religious facilities,1
Khersonska,2023-06-12,2023-06-18,Total,11
Kirovohradska,2023-06-12,2023-06-18,Industrial/Business/Enterprise facilities,1
Kirovohradska,2023-06-12,2023-06-18,Total,1
Mykolaivska,2023-06-12,2023-06-18,Industrial/Business/Enterprise facilities,1
Mykolaivska,2023-06-12,2023-06-18,Total,1
Odeska,2023-06-12,2023-06-18,"Education facility (school, etc.)",2
Odeska,2023-06-12,2023-06-18,Industrial/Business/Enterprise facilities,6
Odeska,2023-06-12,2023-06-18,Total,9
Odeska,2023-06-12,2023-06-18,Warehouse,1
Sumska,2023-06-12,2023-06-18,Agricultural facilities,1
Sumska,2023-06-12,2023-06-18,"Education facility (school, etc.)",1
Sumska,2023-06-12,2023-06-18,Electricity supply system,5
Sumska,2023-06-12,2023-06-18,Gas supply system,1
Sumska,2023-06-12,2023-06-18,Industrial/Business/Enterprise facilities,8
Sumska,2023-06-12,2023-06-18,Telecommunications,1
Sumska,2023-06-12,2023-06-18,Total,18
Sumska,2023-06-12,2023-06-18,Warehouse,1
Zaporizka,2023-06-12,2023-06-18,Total,1
Zaporizka,2023-06-12,2023-06-18,Water supply system,1
Cherkaska,2023-06-05,2023-06-11,Industrial/Business/Enterprise facilities,3
Cherkaska,2023-06-05,2023-06-11,Total,3
Chernihivska,2023-06-05,2023-06-11,Bridge,1
Chernihivska,2023-06-05,2023-06-11,Industrial/Business/Enterprise facilities,1
Chernihivska,2023-06-05,2023-06-11,Total,2
Dnipropetrovska,2023-06-05,2023-06-11,"Education facility (school, etc.)",4
Dnipropetrovska,2023-06-05,2023-06-11,Electricity supply system,4
Dnipropetrovska,2023-06-05,2023-06-11,Gas supply system,1
Dnipropetrovska,2023-06-05,2023-06-11,"Health facility (hospital, health clinic)",1
Dnipropetrovska,2023-06-05,2023-06-11,Industrial/Business/Enterprise facilities,3
Dnipropetrovska,2023-06-05,2023-06-11,Religious facilities,1
Dnipropetrovska,2023-06-05,2023-06-11,Total,14
Donetska,2023-06-05,2023-06-11,"Health facility (hospital, health clinic)",1
Donetska,2023-06-05,2023-06-11,Industrial/Business/Enterprise facilities,2
Donetska,2023-06-05,2023-06-11,Total,5
Donetska,2023-06-05,2023-06-11,Warehouse,1
Donetska,2023-06-05,2023-06-11,Water supply system,1
Kharkivska,2023-06-05,2023-06-11,Airport,1
Kharkivska,2023-06-05,2023-06-11,Chemical storage unit,3
Kharkivska,2023-06-05,2023-06-11,"Education facility (school, etc.)",1
Kharkivska,2023-06-05,2023-06-11,Gas supply system,1
Kharkivska,2023-06-05,2023-06-11,"Health facility (hospital, health clinic)",1
Kharkivska,2023-06-05,2023-06-11,Industrial/Business/Enterprise facilities,2
Kharkivska,2023-06-05,2023-06-11,Other,1
Kharkivska,2023-06-05,2023-06-11,Road / Highway,1
Kharkivska,2023-06-05,2023-06-11,Total,12
Kharkivska,2023-06-05,2023-06-11,Water supply system,1
Khersonska,2023-06-05,2023-06-11,Agricultural facilities,2
Khersonska,2023-06-05,2023-06-11,"Education facility (school, etc.)",3
Khersonska,2023-06-05,2023-06-11,Government facilities,1
Khersonska,2023-06-05,2023-06-11,"Health facility (hospital, health clinic)",1
Khersonska,2023-06-05,2023-06-11,Industrial/Business/Enterprise facilities,5
Khersonska,2023-06-05,2023-06-11,Other,2
Khersonska,2023-06-05,2023-06-11,Total,40
Khersonska,2023-06-05,2023-06-11,Water supply system,26
Luhanska,2023-06-05,2023-06-11,Agricultural facilities,1
Luhanska,2023-06-05,2023-06-11,Other,1
Luhanska,2023-06-05,2023-06-11,Total,2
Mykolaivska,2023-06-05,2023-06-11,Bridge,1
Mykolaivska,2023-06-05,2023-06-11,Industrial/Business/Enterprise facilities,3
Mykolaivska,2023-06-05,2023-06-11,Other,1
Mykolaivska,2023-06-05,2023-06-11,Road / Highway,1
Mykolaivska,2023-06-05,2023-06-11,Total,6
Sumska,2023-06-05,2023-06-11,Agricultural facilities,1
Sumska,2023-06-05,2023-06-11,"Cultural facilities (museum, theater etc.)",1
Sumska,2023-06-05,2023-06-11,"Education facility (school, etc.)",2
Sumska,2023-06-05,2023-06-11,Electricity supply system,4
Sumska,2023-06-05,2023-06-11,Gas supply system,1
Sumska,2023-06-05,2023-06-11,Government facilities,3
Sumska,2023-06-05,2023-06-11,Industrial/Business/Enterprise facilities,1
Sumska,2023-06-05,2023-06-11,Religious facilities,2
Sumska,2023-06-05,2023-06-11,Total,16
Sumska,2023-06-05,2023-06-11,Warehouse,1
Zaporizka,2023-06-05,2023-06-11,Bridge,1
Zaporizka,2023-06-05,2023-06-11,Gas supply system,1
Zaporizka,2023-06-05,2023-06-11,"Health facility (hospital, health clinic)",1
Zaporizka,2023-06-05,2023-06-11,Industrial/Business/Enterprise facilities,1
Zaporizka,2023-06-05,2023-06-11,Total,4
Chernihivska,2023-05-29,2023-06-04,Electricity supply system,1
Chernihivska,2023-05-29,2023-06-04,Total,1
Dnipropetrovska,2023-05-29,2023-06-04,Electricity supply system,2
Dnipropetrovska,2023-05-29,2023-06-04,Gas supply system,1
Dnipropetrovska,2023-05-29,2023-06-04,Government facilities,3
Dnipropetrovska,2023-05-29,2023-06-04,Industrial/Business/Enterprise facilities,4
Dnipropetrovska,2023-05-29,2023-06-04,Total,10
Donetska,2023-05-29,2023-06-04,"Education facility (school, etc.)",2
Donetska,2023-05-29,2023-06-04,Fuel depot,3
Donetska,2023-05-29,2023-06-04,Government facilities,1
