damage_id,iso3,country,gid_1,oblast,rayon,type_of_infrastructure,if_other_what,date_of_event,source_name,source_date,source_link,additional_sources,extent_of_damage,_internal_filter_date,_weights,access_subindicator,pcode
D28065,UKR,Ukraine,['UKR.14_1'],Lvivska,Zolochivskyi,Fuel depot,,2026-01-27,BBC,2026-01-27,https://www.bbc.com/ukrainian/articles/cwyw24kry60o,,Partially damaged,2026-01-27,0.7,['7.2'],UA46
D28066,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Gas supply system,,2026-01-27,Ukrainska pravda,2026-01-27,https://www.pravda.com.ua/eng/news/2026/01/27/8018171/,,Partially damaged,2026-01-27,0.7,['7.2'],UA12
D28067,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,"Education facility (school, etc.)",,2026-01-27,Suspilne,2026-01-27,https://suspilne.media/donbas/1224616-okupanti-vdarili-po-punktu-nezlamnosti-v-kostantinivci-zaginuv-colovik/,,Partially damaged,2026-01-27,0.7,['7.2'],UA14
D28068,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,"Education facility (school, etc.)",,2026-01-27,Zn.ua,2026-01-27,https://zn.ua/ukr/war/kharkiv-znovu-pid-obstrilom-poshkodzheno-enerhetichnij-objekt-ta-litsej.html,,Partially damaged,2026-01-27,0.7,['7.2'],UA63
D28069,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,"Education facility (school, etc.)",,2026-01-27,Zn.ua,2026-01-27,https://zn.ua/ukr/war/kharkiv-znovu-pid-obstrilom-poshkodzheno-enerhetichnij-objekt-ta-litsej.html,,Partially damaged,2026-01-27,0.7,['7.2'],UA63
D28070,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Pavlohradskyi,Agricultural facilities,,2026-01-28,Hromadske radio,2026-01-28,https://hromadske.radio/news/2026/01/28/cherez-rosiyski-udary-po-dnipropetrovshchyni-odna-liudyna-zahynula-shche-7-postrazhdaly,,Partially damaged,2026-01-28,0.7,['7.2'],UA12
D28071,UKR,Ukraine,['UKR.17_1'],Odeska,Odeskyi,Harbor,,2026-01-28,Hromadske radio,2026-01-28,https://hromadske.radio/news/2026/01/28/pid-chas-ataky-na-odeshchynu-postrazhdav-port-pivdennyy-foto,,Partially damaged,2026-01-28,0.7,['9.2'],UA51
D28072,UKR,Ukraine,['UKR.17_1'],Odeska,Odeskyi,Religious facilities,,2026-01-28,UNN,2026-01-28,https://unn.ua/en/news/russian-drones-attacked-an-orthodox-monastery-and-residential-buildings-in-odesa-odesa-oblast-military-administration,,Partially damaged,2026-01-28,0.7,['7.2'],UA51
D28073,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Industrial/Business/Enterprise facilities,,2026-01-28,RBC,2026-01-28,https://www.rbc.ua/rus/entertainment/andre-tan-vtrativ-magazin-hersoni-cherez-1769624470.html,,Destroyed,2026-01-28,0.7,['7.2'],UA65
D28074,UKR,Ukraine,['UKR.12_1'],Kyivska,Buchanskyi,Government facilities,,2026-01-28,Ukrainska pravda,2026-01-28,https://www.pravda.com.ua/eng/news/2026/01/28/8018205/,,Partially damaged,2026-01-28,0.7,['7.2'],UA32
D28075,UKR,Ukraine,['UKR.2_1'],Chernihivska,Nizhynskyi,Industrial/Business/Enterprise facilities,,2026-01-28,Suspilne,2026-01-28,https://epravda.com.ua/energetika/ataka-droniv-poshkodila-energoob-yekti-zhitlo-ta-pidpriyemstvo-u-chernigivskiy-oblasti-817193/,,Partially damaged,2026-01-28,0.7,['7.2'],UA74
D28077,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2026-01-28,Suspilne,2026-01-28,https://suspilne.media/dnipro/1225071-zertvi-obstriliv-krivij-rig-bez-opalenna-negoda-golovni-novini-dnipra-ta-oblasti-28-sicna/,,Partially damaged,2026-01-28,0.7,['7.2'],UA12
D28078,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Kryvorizkyi,Electricity supply system,,2026-01-28,Suspilne,2026-01-28,https://suspilne.media/dnipro/1225071-zertvi-obstriliv-krivij-rig-bez-opalenna-negoda-golovni-novini-dnipra-ta-oblasti-28-sicna/,,Partially damaged,2026-01-28,0.7,['7.2'],UA12
D28079,UKR,Ukraine,['UKR.21_1'],Sumska,Konotopskyi,"Health facility (hospital, health clinic)",,2026-01-28,Suspilne,2026-01-28,https://suspilne.media/sumy/1223102-rosijski-obstrili-poraneni-ludi-boi-na-prikordonni-golovni-novini-sumsini/,,Partially damaged,2026-01-28,0.7,['7.2'],UA59
D28080,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Health facility (hospital, health clinic)",,2026-01-28,Suspilne,2026-01-28,https://suspilne.media/kherson/1225425-rosijskij-udar-znisiv-ostanni-vcilili-vikna-mistani-rozpovili-so-stalosa-z-teatrom-likarneu-ta-vulicami-hersona/,,Partially damaged,2026-01-28,0.7,['7.2'],UA65
D28081,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Cultural facilities (museum, theater etc.)",,2026-01-28,Suspilne,2026-01-28,https://suspilne.media/kherson/1225425-rosijskij-udar-znisiv-ostanni-vcilili-vikna-mistani-rozpovili-so-stalosa-z-teatrom-likarneu-ta-vulicami-hersona/,,Partially damaged,2026-01-28,0.7,['7.2'],UA65
D28082,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Kryvorizkyi,Heating and water facility,,2026-01-28,Suspilne,2026-01-28,https://suspilne.media/dnipro/1225026-zaginuv-colovik-semero-ludej-poraneni-armia-rf-udarila-po-krivomu-rogu-kamanskomu-ta-troh-rajonah/,,Partially damaged,2026-01-28,0.7,['7.2'],UA12
D28083,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Education facility (school, etc.)",,2026-01-28,Suspilne,2026-01-28,https://suspilne.media/kherson/1224882-artudari-po-hersonu-ozeledica-na-dorogah-1435-den-vijni-osnovni-podii-u-hersonskij-oblasti/?anchor=live_1769612802&utm_source=copylink&utm_medium=ps,,Partially damaged,2026-01-28,0.7,['7.2'],UA65
D28084,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2026-01-28,Suspilne,2026-01-28,https://suspilne.media/donbas/1224874-golovni-novini-doneckoi-ta-luganskoi-oblastej-28-sicna/,,Partially damaged,2026-01-28,0.7,['7.2'],UA14
D28085,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Warehouse,,2026-01-28,Suspilne,2026-01-28,https://suspilne.media/zaporizhzhia/1224996-golovni-novini-zaporizza-ta-oblasti-28-sicna-situacia-na-fronti-obstrili/,,Partially damaged,2026-01-28,0.7,['7.2'],UA23
D28087,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Road / Highway,,2026-01-28,Ukrinform,2026-01-28,https://www.ukrinform.ua/rubric-regions/4085118-vijska-rf-vdarili-po-medzakladu-v-hersoni-e-postrazdali.html,,Partially damaged,2026-01-28,0.7,['9.2'],UA65
D28088,UKR,Ukraine,['UKR.20_1'],Sevastopol,Sevastopol,"Cultural facilities (museum, theater etc.)",,2026-01-28,Zn.ua,2026-01-28,https://zn.ua/ukr/war/u-krimu-ves-ranok-lunala-bavovna-mistsevi-resursi-pishut-pro-priloti.html,,Unknown,2026-01-28,0.7,['7.2'],UA85
D28089,UKR,Ukraine,['UKR.20_1'],Sevastopol,Sevastopol,Road / Highway,,2026-01-28,Zn.ua,2026-01-28,https://zn.ua/ukr/war/u-krimu-ves-ranok-lunala-bavovna-mistsevi-resursi-pishut-pro-priloti.html,,Unknown,2026-01-28,0.7,['9.2'],UA85
D28090,UKR,Ukraine,['UKR.4_1'],Autonomous Republic of Crimea,Feodosiiskyi,Oil depot,,2026-01-28,Zn.ua,2026-01-28,https://zn.ua/ukr/war/u-krimu-ves-ranok-lunala-bavovna-mistsevi-resursi-pishut-pro-priloti.html,,Unknown,2026-01-28,0.7,['7.2'],UA01
D28091,UKR,Ukraine,['UKR.4_1'],Autonomous Republic of Crimea,Feodosiiskyi,Harbor,,2026-01-28,Zn.ua,2026-01-28,https://zn.ua/ukr/war/u-krimu-ves-ranok-lunala-bavovna-mistsevi-resursi-pishut-pro-priloti.html,,Unknown,2026-01-28,0.7,['9.2'],UA01
D28092,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Gas supply system,,2026-01-29,Hromadske radio,2026-01-29,https://hromadske.radio/news/2026/01/29/u-zaporizkomu-rayoni-vnaslidok-obstrilu-zahynuly-troie-liudey-ie-poraneni,,Partially damaged,2026-01-29,0.7,['7.2'],UA23
D28093,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Industrial/Business/Enterprise facilities,,2026-01-29,UNN,2026-01-29,https://unn.ua/en/news/russia-struck-industrial-infrastructure-in-zaporizhzhia-causing-a-fire-oma,,Partially damaged,2026-01-29,0.7,['7.2'],UA23
D28094,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,"Cultural facilities (museum, theater etc.)",,2026-01-29,Ukrainska pravda,2026-01-29,https://www.pravda.com.ua/eng/news/2026/01/29/8018406/,,Partially damaged,2026-01-29,0.7,['7.2'],UA12
D28095,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Samarivskyi,Industrial/Business/Enterprise facilities,,2026-01-29,Ukrainska pravda,2026-01-29,https://www.pravda.com.ua/eng/news/2026/01/29/8018406/,,Partially damaged,2026-01-29,0.7,['7.2'],UA12
D28096,UKR,Ukraine,['UKR.17_1'],Odeska,Odeskyi,Industrial/Business/Enterprise facilities,,2026-01-29,DW,2026-01-29,https://www.dw.com/uk/nicna-ataka-rf-u-zaporizzi-zaginuli-troe-ludej/a-75706542,,Partially damaged,2026-01-29,0.7,['7.2'],UA51
D28097,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Kryvorizkyi,Electricity supply system,,2026-01-29,DW,2026-01-29,https://www.dw.com/uk/rosijski-ataki-29-sicna-sonajmense-pat-zagiblih/a-75720188,,Partially damaged,2026-01-29,0.7,['7.2'],UA12
D28098,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Industrial/Business/Enterprise facilities,,2026-01-29,DW,2026-01-29,https://www.dw.com/uk/rosijski-ataki-29-sicna-sonajmense-pat-zagiblih/a-75720188,,Partially damaged,2026-01-29,0.7,['7.2'],UA12
D28099,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,"Health facility (hospital, health clinic)",,2026-01-29,DW,2026-01-29,https://www.dw.com/uk/rosijski-ataki-29-sicna-sonajmense-pat-zagiblih/a-75720188,,Partially damaged,2026-01-29,0.7,['7.2'],UA12
D28100,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Government facilities,,2026-01-29,DW,2026-01-29,https://www.dw.com/uk/rosijski-ataki-29-sicna-sonajmense-pat-zagiblih/a-75720188,,Partially damaged,2026-01-29,0.7,['7.2'],UA12
D28101,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,"Education facility (school, etc.)",,2026-01-29,DW,2026-01-29,https://www.dw.com/uk/rosijski-ataki-29-sicna-sonajmense-pat-zagiblih/a-75720188,,Partially damaged,2026-01-29,0.7,['7.2'],UA12
D28102,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Government facilities,,2026-01-29,DW,2026-01-29,https://www.dw.com/uk/rosijski-ataki-29-sicna-sonajmense-pat-zagiblih/a-75720188,,Partially damaged,2026-01-29,0.7,['7.2'],UA12
D28103,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Electricity supply system,,2026-01-29,Suspilne,2026-01-29,https://suspilne.media/dnipro/1225985-golovni-novini-dnipra-ta-oblasti-29-sicna-2/,,Partially damaged,2026-01-29,0.7,['7.2'],UA12
D28104,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Health facility (hospital, health clinic)",,2026-01-29,Suspilne,2026-01-29,https://suspilne.media/kherson/1225793-obstrili-hersona-ta-peredmista-perevirki-na-tot-1436-den-vijni-osnovni-podii-u-hersonskij-oblasti/,,Partially damaged,2026-01-29,0.7,['7.2'],UA65
D28105,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,Warehouse,,2026-01-30,Hromadske radio,2026-01-30,https://hromadske.radio/news/2026/01/30/rosiiany-zavdaly-raketnoho-udaru-po-pidpryiemstvu-bilia-kharkova-foto-video,,Partially damaged,2026-01-30,0.7,['7.2'],UA63
D28106,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,"Cultural facilities (museum, theater etc.)",,2026-01-30,Suspilne,2026-01-30,https://suspilne.media/chernihiv/1227819-bid-budinku-kulturi-lisilis-stini-storoz-vstig-spustisa-do-ukritta-ocevidci-pro-ataku-bpla-na-novgorod-siverskij/,,Destroyed,2026-01-30,0.7,['7.2'],UA74
D28108,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2026-01-30,Suspilne,2026-01-30,https://suspilne.media/dnipro/1226979-golovni-novini-dnipra-ta-oblasti-30-sicna-2/?anchor=live_1769751379&utm_source=copylink&utm_medium=ps,,Partially damaged,2026-01-30,0.7,['7.2'],UA12
D28109,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,"Cultural facilities (museum, theater etc.)",,2026-01-30,Suspilne,2026-01-30,https://suspilne.media/dnipro/1226979-golovni-novini-dnipra-ta-oblasti-30-sicna-2/?anchor=live_1769751379&utm_source=copylink&utm_medium=ps,,Partially damaged,2026-01-30,0.7,['7.2'],UA12
D28110,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Gas supply system,,2026-01-30,Suspilne,2026-01-30,https://suspilne.media/donbas/1227799-okupanti-obstrilom-poskodili-magistralnij-gazoprovid-bez-gazu-ta-tepla-moze-zalisitis-druzkivka-ta-navkolisni-selisa/,,Partially damaged,2026-01-30,0.7,['7.2'],UA14
D28111,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,Industrial/Business/Enterprise facilities,,2026-01-30,Suspilne,2026-01-30,https://suspilne.media/dnipro/1227811-armia-rf-pocilila-dronami-j-artilerieu-po-sinelnikovomu-ta-nikopolsini-dvoe-poranenih/,,Partially damaged,2026-01-30,0.7,['7.2'],UA12
D28112,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Electricity supply system,,2026-01-30,Suspilne,2026-01-30,https://suspilne.media/dnipro/1227811-armia-rf-pocilila-dronami-j-artilerieu-po-sinelnikovomu-ta-nikopolsini-dvoe-poranenih/,,Partially damaged,2026-01-30,0.7,['7.2'],UA12
D28113,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,"Health facility (hospital, health clinic)",,2026-01-30,Suspilne,2026-01-30,https://suspilne.media/zaporizhzhia/1226995-golovni-novini-zaporizza-ta-oblasti-30-sicna/,,Partially damaged,2026-01-30,0.7,['7.2'],UA23
D28114,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,"Health facility (hospital, health clinic)",,2026-01-30,Suspilne,2026-01-30,https://suspilne.media/kherson/1226703-zagibli-ta-poraneni-cerez-ataki-rf-pidozri-voennim-zlocincam-1437-den-vijni-osnovni-podii-u-hersonskij-oblasti/,,Partially damaged,2026-01-30,0.7,['7.2'],UA65
D28115,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2026-01-31,Ukrainska pravda,2026-01-31,https://www.pravda.com.ua/eng/news/2026/01/31/8018867/,,Partially damaged,2026-01-31,0.7,['7.2'],UA12
D28116,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2026-01-31,Ukrainska pravda,2026-01-31,https://www.pravda.com.ua/eng/news/2026/01/31/8018867/,,Partially damaged,2026-01-31,0.7,['7.2'],UA12
D28117,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2026-01-31,Ukrainska pravda,2026-01-31,https://www.pravda.com.ua/eng/news/2026/01/31/8018867/,,Partially damaged,2026-01-31,0.7,['7.2'],UA12
D28118,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2026-01-31,Ukrainska pravda,2026-01-31,https://www.pravda.com.ua/eng/news/2026/01/31/8018867/,,Partially damaged,2026-01-31,0.7,['7.2'],UA12
D28119,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2026-01-31,Ukrainska pravda,2026-01-31,https://www.pravda.com.ua/eng/news/2026/01/31/8018867/,,Partially damaged,2026-01-31,0.7,['7.2'],UA12
D28120,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2026-01-31,Ukrainska pravda,2026-01-31,https://www.pravda.com.ua/eng/news/2026/01/31/8018867/,,Partially damaged,2026-01-31,0.7,['7.2'],UA12
D28121,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2026-01-31,Ukrainska pravda,2026-01-31,https://www.pravda.com.ua/eng/news/2026/01/31/8018867/,,Partially damaged,2026-01-31,0.7,['7.2'],UA12
D28122,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Agricultural facilities,,2026-01-31,Ukrainska pravda,2026-01-31,https://www.pravda.com.ua/eng/news/2026/01/31/8018867/,,Partially damaged,2026-01-31,0.7,['7.2'],UA12
D28123,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Agricultural facilities,,2026-01-31,Suspilne,2026-01-31,https://suspilne.media/dnipro/1227979-golovni-novini-dnipra-ta-oblasti-31-sicna/,,Partially damaged,2026-01-31,0.7,['7.2'],UA12
D28124,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,Warehouse,,2026-01-31,Suspilne,2026-01-31,https://suspilne.media/zaporizhzhia/1228095-golovni-novini-zaporizza-ta-oblasti-31-sicna/?anchor=live_1769850191&utm_source=copylink&utm_medium=ps,,Partially damaged,2026-01-31,0.7,['7.2'],UA23
D28125,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Electricity supply system,,2026-01-31,Suspilne,2026-01-31,https://suspilne.media/donbas/1227915-golovni-novini-doneckoi-ta-luganskoi-oblastej-31-sicna/,,Partially damaged,2026-01-31,0.7,['7.2'],UA14
D28126,UKR,Ukraine,['UKR.26_1'],Zaporizka,Zaporizkyi,"Health facility (hospital, health clinic)",,2026-02-01,Hromadske radio,2026-02-01,https://hromadske.radio/news/2026/02/01/rosiiany-vdaryly-po-polohovomu-budynku-zaporizhzhia-ie-postrazhdali,,Partially damaged,2026-02-01,0.7,['7.2'],UA23
D28127,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2026-02-01,UNN,2026-02-01,https://unn.ua/en/news/enemy-uav-hits-house-in-dnipro-two-people-killed,,Partially damaged,2026-02-01,0.7,['7.2'],UA12
D28128,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2026-02-01,UNN,2026-02-01,https://unn.ua/en/news/enemy-uav-hits-house-in-dnipro-two-people-killed,,Partially damaged,2026-02-01,0.7,['7.2'],UA12
D28129,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Gas supply system,,2026-02-01,UNN,2026-02-01,https://unn.ua/en/news/enemy-uav-hits-house-in-dnipro-two-people-killed,,Partially damaged,2026-02-01,0.7,['7.2'],UA12
D28130,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Electricity supply system,,2026-02-01,UNN,2026-02-01,https://unn.ua/en/news/enemy-uav-hits-house-in-dnipro-two-people-killed,,Partially damaged,2026-02-01,0.7,['7.2'],UA12
D28131,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2026-02-01,UNN,2026-02-01,https://unn.ua/en/news/russia-attacked-sloviansk-with-three-aerial-bombs-there-are-dead-and-wounded,,Partially damaged,2026-02-01,0.7,['7.2'],UA14
D28132,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Industrial/Business/Enterprise facilities,,2026-02-01,UNN,2026-02-01,https://unn.ua/en/news/russia-attacked-sloviansk-with-three-aerial-bombs-there-are-dead-and-wounded,,Partially damaged,2026-02-01,0.7,['7.2'],UA14
D28133,UKR,Ukraine,['UKR.2_1'],Chernihivska,Chernihivskyi,Industrial/Business/Enterprise facilities,,2026-02-01,Ukrainska pravda,2026-02-01,https://epravda.com.ua/biznes/vorog-obstrilyav-pidpriyemstvo-na-okolici-chernigova-postrazhdalih-nemaye-817372/,,Partially damaged,2026-02-01,0.7,['7.2'],UA74
D28134,UKR,Ukraine,['UKR.8_1'],Kharkivska,Chuhuivskyi,Industrial/Business/Enterprise facilities,,2026-02-01,Ukrainska pravda,2026-02-01,https://www.pravda.com.ua/eng/news/2026/02/01/8018951/,,Partially damaged,2026-02-01,0.7,['7.2'],UA63
D28135,UKR,Ukraine,['UKR.8_1'],Kharkivska,Chuhuivskyi,Industrial/Business/Enterprise facilities,,2026-02-01,Ukrainska pravda,2026-02-01,https://www.pravda.com.ua/eng/news/2026/02/01/8018951/,,Partially damaged,2026-02-01,0.7,['7.2'],UA63
D28136,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Agricultural facilities,,2026-02-01,Suspilne,2026-02-01,https://suspilne.media/dnipro/1228547-zagibli-cerez-udar-rf-gorili-avtivki-golovni-novini-dnipra-ta-oblasti-1-lutogo/,,Partially damaged,2026-02-01,0.7,['7.2'],UA12
D28137,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Synelnykivskyi,"Education facility (school, etc.)",,2026-02-01,Suspilne,2026-02-01,https://suspilne.media/dnipro/1228547-zagibli-cerez-udar-rf-gorili-avtivki-golovni-novini-dnipra-ta-oblasti-1-lutogo/,,Partially damaged,2026-02-01,0.7,['7.2'],UA12
D28138,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Pavlohradskyi,Industrial/Business/Enterprise facilities,,2026-02-01,Suspilne,2026-02-01,https://suspilne.media/dnipro/1228547-zagibli-cerez-udar-rf-gorili-avtivki-golovni-novini-dnipra-ta-oblasti-1-lutogo/,,Partially damaged,2026-02-01,0.7,['7.2'],UA12
D28139,UKR,Ukraine,['UKR.21_1'],Sumska,Sumskyi,Warehouse,,2026-02-01,Suspilne,2026-02-01,https://suspilne.media/sumy/1228919-rosijski-soldati-vdarili-bezpilotnikom-po-sumah/,,Partially damaged,2026-02-01,0.7,['7.2'],UA59
D28140,UKR,Ukraine,['UKR.21_1'],Sumska,Sumskyi,Industrial/Business/Enterprise facilities,,2026-02-01,Suspilne,2026-02-01,https://suspilne.media/sumy/1228919-rosijski-soldati-vdarili-bezpilotnikom-po-sumah/,,Partially damaged,2026-02-01,0.7,['7.2'],UA59
D28141,UKR,Ukraine,['UKR.2_1'],Chernihivska,Novhorod-Siverskyi,Warehouse,,2026-02-01,Suspilne,2026-02-01,https://suspilne.media/chernihiv/1228853-rosijski-vijska-atakuvali-pidpriemstvo-harcovoi-promislovosti-u-seli-de-narodivsa-drugij-prezident-ukraini/,,Partially damaged,2026-02-01,0.7,['7.2'],UA74
D28142,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,"Education facility (school, etc.)",,2026-02-01,Suspilne,2026-02-01,https://suspilne.media/kharkiv/1228715-rosiani-atakuvali-harkiv-bezpilotnikom-so-vidomo/,,Partially damaged,2026-02-01,0.7,['7.2'],UA63
D28143,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Industrial/Business/Enterprise facilities,,2026-02-01,Suspilne,2026-02-01,https://suspilne.media/kherson/1228467-obstrili-ta-minuvanna-hersona-evakuacia-z-livoberezza-1439-den-vijni-osnovni-podii-u-hersonskij-oblasti/?anchor=live_1769949684&utm_source=copylink&utm_medium=ps,,Partially damaged,2026-02-01,0.7,['7.2'],UA65
D28144,UKR,Ukraine,['UKR.8_1'],Kharkivska,Kharkivskyi,Industrial/Business/Enterprise facilities,,2026-02-02,Hromadske radio,2026-02-02,https://hromadske.radio/news/2026/02/02/rosiyski-viyska-vdaryly-po-rynku-v-kharkovi,,Partially damaged,2026-02-02,0.7,['7.2'],UA63
D28146,UKR,Ukraine,['UKR.1_1'],Cherkaska,Cherkaskyi,Industrial/Business/Enterprise facilities,,2026-02-02,Hromadske radio,2026-02-02,https://hromadske.radio/news/2026/02/02/cherkasy-zaznaly-masovanoi-ataky-rosiyskymy-bpla,,Partially damaged,2026-02-02,0.7,['7.2'],UA71
D28147,UKR,Ukraine,['UKR.1_1'],Cherkaska,Cherkaskyi,Fuel depot,,2026-02-02,Hromadske radio,2026-02-02,https://hromadske.radio/news/2026/02/02/cherkasy-zaznaly-masovanoi-ataky-rosiyskymy-bpla,,Partially damaged,2026-02-02,0.7,['7.2'],UA71
D28148,UKR,Ukraine,['UKR.1_1'],Cherkaska,Cherkaskyi,Industrial/Business/Enterprise facilities,,2026-02-02,RBC,2026-02-02,https://newsukraine.rbc.ua/news/russian-drone-attack-on-ukrainian-city-cherkasy-1770024913.html,,Partially damaged,2026-02-02,0.7,['7.2'],UA71
D28149,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Industrial/Business/Enterprise facilities,,2026-02-02,Suspilne,2026-02-02,https://suspilne.media/dnipro/1229027-golovni-novini-dnipra-ta-oblasti-2-lutogo-2/?anchor=live_1770011207&utm_source=copylink&utm_medium=ps,,Partially damaged,2026-02-02,0.7,['7.2'],UA12
D28150,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Electricity supply system,,2026-02-02,Suspilne,2026-02-02,https://suspilne.media/dnipro/1229027-golovni-novini-dnipra-ta-oblasti-2-lutogo-2/?anchor=live_1770011207&utm_source=copylink&utm_medium=ps,,Partially damaged,2026-02-02,0.7,['7.2'],UA12
D28151,UKR,Ukraine,['UKR.6_1'],Donetska,Kramatorskyi,Heating and water facility,,2026-02-02,Suspilne,2026-02-02,https://suspilne.media/donbas/1229805-rosijski-vijska-kilka-raziv-obstriluvali-mikolaivsku-gromadu-na-doneccini-2-lutogo-v-mva-rozpovili-pro-naslidki/,,Partially damaged,2026-02-02,0.7,['7.2'],UA14
D28152,UKR,Ukraine,['UKR.5_1'],Dnipropetrovska,Nikopolskyi,Gas supply system,,2026-02-02,Suspilne,2026-02-02,https://suspilne.media/dnipro/1229813-rosijski-vijskovi-vdarili-po-cotiroh-rajonah-dnipropetrovsini-odin-zagiblij-dvoe-poranenih/,,Partially damaged,2026-02-02,0.7,['7.2'],UA12
D28153,UKR,Ukraine,['UKR.9_1'],Khersonska,Khersonskyi,Industrial/Business/Enterprise facilities,,2026-02-02,Suspilne,2026-02-02,https://suspilne.media/kherson/1229449-ce-bulo-zahitta-rosijskij-udar-po-centru-hersona-poskodiv-magazini-j-bagatopoverhivku/,,Partially damaged,2026-02-02,0.7,['7.2'],UA65
